text,label
geneva 23 march 2020 fifa the international governing body of football and the world health organization who have teamed up to combat the coronavirus covid-19 by launching a new awareness campaign led by world renowned footballers who are calling on all people around the world to follow five key steps to stop the spread of the disease .. ,1
dr tedros adhanom ghebreyesus director general of the world health organization addressed heads of state at todays extraordinary g20 leaders summit focused on covid-19.he told them you have come together to confront the defining health crisis of our time we are at war with a virus that threatens to tear us apart if we let it.he welcomed the g20s initiative to find joint solutions and work together this is a global crisis that requires a global response.fight unite ignitedr tedros call was clear. first he urged leaders to fight without excuses without regrets thanking countries who have already taken steps and urgently asking that they do more.second he encouraged them to unite stressing that no country can fight this alone and calling on all countries to build on the solidarity already sparked by the crisis.third he exhorted them to ignite a global movement to ensure this never happens again.he welcomed g20 leaders commitment to do whatever it takes to overcome the pandemic to protect lives and livelihoods as well as restore confidence and shore up stability currently threatened in trade and other sectors and to commit to take all necessary health measures and seek to ensure adequate financing to contain the pandemic and protect people especially the most vulnerable.the g20 committed to support and further strengthen who s mandate in coordinating the response and called for full funding of who s strategic preparedness and response plan.g20 members pledged to work together to increase research and development funding for vaccines and medicines strengthen international scientific cooperation and leverage digital technologies.in turn they tasked who and other relevant organizations with assessing gaps in pandemic preparedness and report the findings of this assessment to the g20 finance and health ministers in order to establish a global initiative on pandemic preparedness and response together. ,1
updated 6 may 2020. ,1
the covid-19 pandemic and other global emergencies show us once again the heroic efforts health workers on the front lines make every day to keep their communitiesand the worldsafe and healthy .. ,1
on monday april 6 who will host a virtual meeting to facilitate communication collaboration and exchange between national ethics committees from around the world to help countries respond to the ethical challenges presented by covid-19. this meeting will be chaired by hugh whittall from the nuffield council on bioethics.related resourcesa selection of work addressing the covid-19 pandemic. ,1
the response to the covid-19 pandemic raises a number of difficult ethical issues related to e.g. clinical trials social distancing priority setting health care workers rights and obligations etc. who has established an international working group on ethics covid-19 in order to develop advice on key ethical questions that member states need to address. ,1
who calls on industry and governments to increase manufacturing by 40 per cent to meet rising global demandthe world health organization has warned that severe and mounting disruption to the global supply of personal protective equipment ppe caused by rising demand panic buying hoarding and misuse is putting lives at risk from the new coronavirus and other infectious diseases. healthcare workers rely on personal protective equipment to protect themselves and their patients from being infected and infecting others.but shortages are leaving doctors nurses and other frontline workers dangerously ill equipped to care for covid-19 patients due to limited access to supplies such as gloves medical masks respirators goggles face shields gowns and aprons.without secure supply chains the risk to healthcare workers around the world is real. industry and governments must act quickly to boost supply ease export restrictions and put measures in place to stop speculation and hoarding. we ca nt stop covid-19 without protecting health workers first said who director general dr tedros adhanom ghebreyesus.since the start of the covid-19 outbreak prices have surged. surgical masks have seen a sixfold increase n95 respirators have trebled and gowns have doubled.supplies can take months to deliver and market manipulation is widespread with stocks frequently sold to the highest bidder.who has so far shipped nearly half a million sets of personal protective equipment to 47 countries but supplies are rapidly depleting.based on who modelling an estimated 89 million medical masks are required for the covid-19 response each month. for examination gloves that figure goes up to 76 million while international demand for goggles stands at 1.6 million per month.recent who guidancecalls for the rational and appropriate use of ppe in healthcare settings and the effective management of supply chains.who is working with governments industry and thepandemic supply chain networkto boost production and secure allocations for critically affected and at risk countries.to meet rising global demand who estimates that industry must increase manufacturing by 40 per cent.governments should develop incentives for industry to ramp up production. this includes easing restrictions on the export and distribution of personal protective equipment and other medical supplies.every day who is providing guidance supporting secure supply chains and delivering critical equipment to countries in need.***note to editorssince the start of the covid-19 outbreak countries that have received who ppe supplies include western pacific region cambodia fiji kiribati lao people 's democratic republic mongolia nauru papua new guinea samoa solomon islands tonga vanuatu and the philippinessoutheast asia region bangladesh bhutan maldives myanmar nepal and timor lesteeasternmediterranean region afghanistan djibouti lebanon somalia pakistan sudan jordan morocco and iranafrica region senegal algeria ethiopia togo ivory coast mauritius nigeria uganda tanzania angola ghana kenya zambia equatorial guinea gambia madagascar mauritania mozambique seychelles and zimbabwe. ,1
"geronimo stilton author to kickstart exclusive childrens book reading initiative amid covid-19 pandemicmuch loved childrens authors are joining an initiative to read extracts of their books to millions of children and young people currently living in isolation amid the covid-19 pandemic.read the world is a collaboration between the international publishers association ipa the world health organization who and unicef. it kicks off today on international childrens book day at 15.00 gmt/17.00 cet with italian author elisabetta dami creator of the popular character geronimo stilton.these are uncharted waters for us all and the psycho social effects of prolonged isolation and social distancing are yet to be seen and understood said ipa president hugo setzer. all of us should take particular care of our mental health at the moment and especially that of young minds. the ipa wanted to do something positive to bring children and their favourite writers closer to stimulate their interest in books and to create a carefree moment for families to share during this difficult period of confinement.childrens lives and routines have been turned upside down in just a few short weeks said unicef executive director henrietta fore. even when the outside world is out of bounds for now reading can remind children and young people that the transportive power of books is unlimited.who is committed to fighting the covid-19 pandemic on all fronts especially when it comes to protecting young people said who director general dr tedros adhanom ghebreyesus. we understand the fear and anxieties many feel and know how the joy of reading can stimulate young minds ease tensions and provide hope.elisabetta dami will read on her personal instagram account in english from 15.00 15.30 gmt 17.00 17.30 cet. dami whose books have sold more than 180 million copies around the world and are published in 50 different languages will also respond to comments and questions via the platform.several other noted childrens authors have agreed to join the read the world initiative details of which will be available soon at https://www.unicef.org/coronavirus/read-the-worldabout ipathe ipais the worlds largest federation of publishers associations. established in 1896,itisan industry body with a human rights mandate whose mission is to promote and protect publishing and raise awareness of publishing as a force for economic cultural and social development. working in cooperation with the world intellectual property organization wipo and other supranational bodies the ipa champions the interests of book and journal publishing at national and supranational level. internationally the ipa actively opposes censorship and promotes copyright freedom to publish including through theipa prix voltaire and literacy.follow the ipa on twitter and facebookabout unicefunicef works in some of the worlds toughest places to reach the worlds most disadvantaged children. across more than 190 countries and territories we work for every child everywhere to build a better world for everyone.follow unicef ontwitterandfacebookabout whothe world health organization who is the united nations specialized agency for health. it is an inter governmental organization and works in collaboration with its member states usually through the ministries of health. the world health organization is responsible for providing leadership on global health matters shaping the health research agenda setting norms and standards articulating evidence based policy options providing technical support to countries and monitoring and assessing health trends. learn more at www.who.int.follow who on twitter instagram and facebook. ",1
one world together at home global special will be broadcast on major television networks and streamed online on saturday 18 april from 18:00 gmt).this virtual concert organized by who and international advocacy organizationglobal citizen will bring together people who are affected by the covid-19 pandemic to take meaningful actions to protect health and to support the global covid-19 response. it will also celebrate and support brave healthcare workers doing life saving work on the frontlines.curated in collaboration with lady gaga this global event will include alanis morissette andrea bocelli billie eilish billie joe armstrong of green day burna boy chris martin david beckham eddie vedder elton john finneas idris and sabrina elba j balvin john legend kacey musgraves keith urban kerry washington lang lang lizzo maluma paul mccartney priyanka chopra jonas shah rukh khan and stevie wonder.the world health organization is committed to defeating the coronavirus pandemic with science and public health measures and supporting the health workers who are on the frontlines of the response said dr tedros adhanom ghebreyesus director general of who. we may have to be apart physically for a while but we can still come together virtually to enjoy great music. the one world together at home concert represents a powerful show of solidarity against a common threat.one world together at home will be broadcast on major television networks worldwide on saturday 18 april 2020 at 18:00 gmt on abc nbc viacomcbs networks iheartmedia and bell media networks and platforms in canada. bbc one will run the program on sunday 19 april 2020. additional international broadcasters include bein media group multichoice group and rte.the event will be streamed online on multiple global platforms including alibaba amazon prime video apple facebook instagram livexlive tencent tencent music entertainment group tidal tunein twitch twitter yahoo and youtube. this digital special will include additional artists and performances from all over the globe as well as unique stories from the world 's healthcare heroes.the entire special will be streamed atwww.youtube.com/whoand on who s main social media channels.for information about how to tune in and take action visitwww.globalcitizen.org/togetherathome. ,1
the twenty fourth meeting of the emergency committee under the international health regulations 2005 ihr on the international spread of poliovirus was convened by the director general on 26 march 2020 with committee members only attending via teleconference supported by the who secretariat. in order to ease the burden on affected state parties in the exceptional situation following the determination of the covid-19 outbreak as a public health emergency of international concern pheic on 30 january 2020 characterized as a pandemic on 11 march 2020 the invited state parties were asked to present their reports electronically only instead of attending via teleconference. reports were received from afghanistan burkina faso central african republic cote divoire democratic republic of congo dr congo ethiopia ghana pakistan and philippines. the emergency committee reviewed the data on wild poliovirus wpv1 and circulating vaccine derived polioviruses cvdpv. the who secretariat presented a report of progress for affected ihr states parties subject to temporary recommendations. wild poliovirus the committee remains gravely concerned by the significant increase in wpv1 cases globally in 2019 and 2020 with 175 cases in 2019 compared to 33 in 2018 and already 32 cases as at 17 march 2020 compared to six for the same period in 2019 with no significant success yet in reversing this trend. in pakistan transmission continues to be widespread as indicated by both acute flaccid paralysis afp surveillance and environmental sampling. while the issues of vaccine hesitancy and refusals by individuals and communities and problems with management of the national polio program are being addressed these are yet to have impact on the current worrying epidemiology. the added pressure on the program due to detection of cvdpv2 and ongoing spread in several provinces see below has continued into 2020. in afghanistan the security situation remains very challenging. inaccessibility and missed children particularly in the southern region have led to a large cohort of susceptible children in this part of afghanistan. the risk of a major upsurge of cases is growing with other parts of the country that have been free of wpv1 for some time now at risk of outbreaks. this would again increase the risk of international spread. the committee noted that based on sequencing of viruses there were recent instances of international spread of viruses from pakistan to afghanistan and also from afghanistan to pakistan. the recent increased frequency of wpv1 international spread between the two countries suggests that rising transmission in pakistan and afghanistan correlates with increasing risk of wpv1 exportation beyond the single epidemiological block formed by the two countries. the committee noted the continued cooperation and coordination between afghanistan and pakistan particularly in reaching high risk mobile populations that frequently cross the international border and welcomed the all age vaccination now being taken at key border points between the two countries. vaccine derived poliovirus vdpv the multiple cirulating vdpv cvdpv outbreaks in four who regions african eastern mediterranean south east asian and western pacific regions are very concerning with two new countries reporting outbreaks since the last meeting malaysia and burkina faso. unlike historical experience cross border spread of cvdpv2 has become quite common with recent spread from angola to dr congo and zambia and from chad and car to cameroon and from ghana to burkina faso. in addition local emergences attributable to mopv2 use have recently occurred in togo chad and ethiopia. the committee noted that the gpei has published a strategy to address cvdpv2 outbreaks but was extremely concerned that the monovalent opv2 stockpile was still depleted. the committee strongly supports the development and proposed emergency use listing of the novel opv2 vaccine which should become available mid-2020 and which it is hoped will result in no or very little seeding of further outbreaks. impact of covid-19 the committee noted the very recent policy guidance of the gpei gpei recommendations for countries during the covid-19 pandemic. this document summarizes the recommendations from the polio oversight board meeting on 24 march 2020 which calls for postponement of both preventive and outbreak response campaigns while ensuring surveillance and nopv2 development and roll out plans continue in full. the covid-19 polio programme continuity plan. the operational guide was developed in collaboration with the regional polio eradication teams and the gpei partners to ensure essential gpei functions continue polio programme personnel and staff are kept safe and to plan for a fast and effective resumption of polio eradication activities including supplementary immunization activities as soon as the public health situation with covid-19 allows. the committee is extremely concerned about the impact of the covid-19 pandemic on the risk of heightened transmission of polio and consequently the potential for international spread and significant reversal of polio eradication. conclusion the committee unanimously agreed that the risk of international spread of poliovirus remains a public health emergency of international concern pheic and recommended the extension of temporary recommendations for a further three months. however noting that some if not many international borders are closed to prevent international spread of covid-19 state parties may not currently be able to enforce the temporary recommendations in all places. the committee strongly urges countries subject to these recommendations to maintain a high state of readiness to implement them as soon as possible ensuring the continued safety of travelers as well as health professionals. the committee recognizes the concerns regarding the lengthy duration of the polio pheic but concludes that the current situation is extraordinary with clear ongoing risk of international spread and ongoing need for coordinated international response. the committee considered the following factors in reaching this conclusion rising risk of wpv1 international spread the progress made in recent years appears to have reversed with the committees assessment that the risk of international spread is at the highest point since 2014 when the pheic was declared. this risk assessment is based on the following the wpv1 exportation in 2019 from pakistan to iran and to afghanistan and more recently spread from afghanistan to pakistan;ongoing rise in the number of wpv1 cases and positive environmental samples in pakistan and to a lesser extent afghanistan;the quickly increasing cohort of unvaccinated children in afghanistan with the risk of a major outbreak imminent if nothing is done to access these children;the urgent need to overhaul the leadership and strategy of the program in pakistan which although already commenced is likely take some time to lead to more effective control of transmission and ultimately eradication;increasing community and individual resistance to the polio program.rising risk of cvdpv international spread the clearly documented increased spread in recent months of cvdpv2 demonstrate the unusual nature of the current situation as international spread of cvdpv in the past has been very infrequent. the number of new emergences of cvdpv2 in africa raises further concern. the risk of new outbreaks in new countries is considered extremely high even probable. covid-19 this new and unprecedented pandemic is likely to substantially negatively impact the polio eradication program and outbreak control efforts. there is a risk of exportation of both wpv1 and cvdpv to known high risk countries to which it may take a lot of time and effort to adequately respond.falling pv2 immunity global population mucosal immunity to type 2 polioviruses pv2 continues to fall as the cohort of children born after opv2 withdrawal grows exacerbated by poor coverage with ipv particularly in some of the cvdpv infected countries.multiple outbreaks the evolving and unusual epidemiology resulting in rapid emergence and evolution of cvdpv2 strains is extraordinary and not yet fully understood and represents an additional risk that is yet to be quantified.weak routine immunization many countries have weak immunization systems that can be further impacted by various humanitarian emergencies including covid19 and the number of countries in which immunization systems have been weakened or disrupted by conflict and complex emergencies poses a growing risk leaving populations in these fragile states vulnerable to outbreaks of polio. surveillance gaps the appearance of highly diverged vdpvs in the philippines somalia and indonesia are examples of inadequate polio surveillance heightening concerns that transmission could be missed in various countries. furthermore the missed transmission in china for a year illustrates that even countries with generally good surveillance can miss vdpv transmission. covid-19 is likely to have a negative impact on polio surveillance also.lack of access inaccessibility continues to be a major risk particularly in several countries currently infected with wpv or cvdpv i.e. afghanistan nigeria niger somalia and myanmar which all have sizable populations that have been unreached with polio vaccine for prolonged periods.population movement the risk is amplified by population movement whether for family social economic or cultural reasons or in the context of populations displaced by insecurity and returning refugees. there is a need for international coordination to address these risks. a regional approach and strong crossborder cooperation is required to respond to these risks as much international spread of polio occurs over land borders.risk categoriesthe committee provided the director general with the following advice aimed at reducing the risk of international spread of wpv1 and cvdpvs based on the risk stratification as follows states infected with wpv1 cvdpv1 or cvdpv3 with potential risk of international spread.states infected with cvdpv2 with potential risk of international spread.states no longer infected by wpv1 or cvdpv but which remain vulnerable to re infection by wpv or cvdpv.criteria to assess states as no longer infected by wpv1 or cvdpv poliovirus case 12 months after the onset date of the most recent case plus one month to account for case detection investigation laboratory testing and reporting period or when all reported afp cases with onset within 12 months of last case have been tested for polio and excluded for wpv1 or cvdpv and environmental or other samples collected within 12 months of the last case have also tested negative whichever is the longer.environmental or other isolation of wpv1 or cvdpv no poliovirus case 12 months after collection of the most recent positive environmental or other sample such as from a healthy child plus one month to account for the laboratory testing and reporting periodthese criteria may be varied for the endemic countries where more rigorous assessment is needed in reference to surveillance gaps e.g. borno state nigeria)once a country meets these criteria as no longer infected the country will be considered vulnerable for a further 12 months. after this period the country will no longer be subject to temporary recommendations unless the committee has concerns based on the final report. ,1
leading health experts from around the world have been meeting at who 's headquarters in geneva to assess the current level of knowledge about the new covid-19 disease identify gaps and work together to accelerate and fund priority research needed to help stop this outbreak and prepare for any future outbreaks .. ,1
scaling up coronavirus outbreak readiness in ethiopia and across africa. ,1
fifa has joined forces with the united nations un and the world health organization who in supporting the beactive campaign launched on the un international day of sport for development and peace to encourage people to be healthyathome as the world comes together in the fight against covid-19 today and every day .. ,1
"latest news and updates from whodear colleagues and friends world tb day this year comes at a sobering time as the world grapples with the covid-19 pandemic. we stand in solidarity with those affected those at the frontlines of the fight to combat covid-19 as well as those who continue efforts to support those ill with longstanding health problems like tb hiv and other diseases. however we can not forget the millions and their families who battle tb every day and lose their lives to this ancient disease which remains the worlds top infectious killer.as eloquently emphasized by who director general dr tedros adhanom ghebreyesus in his press briefing on covid-19 yesterday i d like to remind everyone that although covid-19 is dominating the world 's attention there is another respiratory disease that is both preventable and treatable but kills 1.5 million people every year that disease istuberculosis""its time the focus for world tb day this year is therefore on urgently accelerating the tb response to save lives and end suffering even in times of crisis. this will be essential if we are to reach the targets and commitments made by heads of state at the 2018 un high level meeting on tb.we have made important strides against the tb epidemic to date.we announced last year that more people received life saving treatment for tuberculosis in 2018 than ever before largely due to improved detection and diagnosis. globally 7 million people were diagnosed and treated for tb up from 6.4 million in 2017 enabling the world to meet one of the milestones towards the united nations political declaration targets on tb and the who director general flagship initiative find.treat.all end tb jointly with stop tb partnership and the global fund. this has been a big win for the tb community.who is working with countries to roll out important guidelines including a comprehensive package on tb preventive treatment released today and updated mdr tb guidelines to promote the use of all oral regimens for patients with drug resistant tb which would be helpful particularly at this point when visiting health centers is a challenge. furthermore who has developed a note to guide and urge countries to ensure continuity of tb services during the covid-19 pandemic.we are strengthening our collaboration with civil society more information is highlighted in the who civil society taskforce progress review released today.youth mobilization is being ramped up through the who 1 1 youth initiative to end tb and the global youth declaration to end tb. multisectoral accountability is being promoted in countries through our framework and we have finalized a new global strategy on tb research and innovation that will be reviewed by the world health assembly.yet the gains we have made are at risk if there is any slackening of commitment and action especially in times of crisis.we are at a crossroads and we need to unite forces to take the path of success that will save lives and end suffering.i was especially heartened today to see the tb community coming together like never before. we all took our events to the virtual realm due to covid-19 lockdowns. the who online talk show held this afternoon had a powerful line up of speakers that included tb survivors and advocates civil society high level government representatives heads of agencies researchers and partners. as of this evening we have surpassed 10,000 views on youtube. i also participated in townhalls organized by stop tb partnership. our joint efforts have indeed ensured a continuing spotlight on those affected by tb and clearly shows that no matter what the barrier we can surpass it if we work together.i am proud to stand shoulder to shoulder with you all virtually and recommit to champion end tb efforts till we reach the finish line.its time to deliver on our promises and ensure no one is left behind.its time to end tb!dr tereza kasaevadirectorglobal tb programmeworld health organization world tb day talk showin the backdrop of the global battle against covid-19 who organized a special online talk show to mark world tb day 2020. the talk show had a powerful line up of speakers from among tb survivors and advocates civil society high level government representatives heads of agencies researchers and partners. the video was streamed live on who s youtube channel crossing over 10,000 views in a few hours. watch the talk show videospotlight on tb preventive treatmentnew who recommendations to prevent tuberculosis aim to save millions of lives24 march 2020 news releasegeneva new world health organization who guidance will help countries accelerate efforts to stop people with tuberculosis tb infection becoming sick with tb by giving them preventive treatment. a quarter of the worlds population is estimated to be infected with tb bacteria. these people are neither sick nor contagious. however they are at greater risk of developing tb disease especially those with weakened immunity. offering them tb preventive treatment will not only protect them from becoming sick but also cut down on the risk of transmission in the community.read more the full package is available below and at our world tb day campaign pagewho civil society taskforce on tb progress reviewthe who civil society taskforce provides a platform for meaningful engagement of civil society building on the commitment of the director general with emphasis on harnessing the untapped potential in engagement with civil society and affected communities al all levels. to mark world tb day 2020 the task force has released a progress review highlighting key achievements since its formation in 2018.access link herewho etb guidelines a digital platform to promote adolopment of tb recommendationswho global tb programme mcmaster universitythe who global tuberculosis tb programme in collaboration with mcmaster university canada is developing a smart platform to improve access to and use of all who recommendations on tb prevention and care. the who etb guidelines platform will facilitate the adoption adaptation and implementation adolopment by countries of recommendations across the continuum of care. this digital platform will provide a variety of users tb programme managers healthcare workers including nurses researchers patients and affected communities with easy access to all essential information about who s current policy guidance on tb. the first set of recommendations on tb preventive treatment were released on this new platform on world tb day.who etb guidelines platforminfographictb and covid-1924 march 2020 news releasegeneva as the world comes together to tackle the covid-19 pandemic it is important to ensure that essential health services and operations are continued to protect the lives of people with tb and other diseases or health conditions. health services including national programmes to combat tb need to be actively engaged in ensuring an effective and rapid response to covid-19 while ensuring that tb services are maintained. read morelet 's never forget it 's time to end tbksenia scheninaksenia schenina24 march 2020 photo storyon world tb day 2020 the theme its time stresses the urgency to end the tb epidemic. tb survivor and advocate ksenia schenina talks about her struggle with the disease the persistence of stigma and the role that remembrance can play in fighting it. through her tb memorial project she aims to remember those who passed away from this terrible and ancient disease. we do it to show what kind of people they were what kind of things they liked what kind of music they listened to and what their favorite movies were if they liked fishing or dreamt of a flight to space she says. read morecommentaryto end tb we must invest in research and innovation24 march 2020 commentaryif the world is to get anywhere near ending tb a disease that killed more than 1.5 million people in 2018 something significant needs to change.tb remains the worlds leading infectious killer and yet in the last 50 years only three new drugs and regimes have been developed to combat the disease. what we need is more research and more tools in the pipeline better diagnostics more effective vaccines and safer shorter drug regimes explains dr tereza kasaeva director of the world health organization global tuberculosis programme. read moreemily a day in the life of a tb nursemaria emily c. ballesteroswatch this story of emily a nurse managing the tuberculosis tb program of the city health office in tuguegarao city. her dream for tuguegarao is to one day see zero tb cases and that no one dies from this infectious disease. nurses and healthcare workers play a critical role in tb prevention and care. its time to invest in them to improve healthcare for all. we thank all the nurses midwives and healthcare workers working to endtb. watch the videoupdates and messagesnew research tool supports scale up of digital technologies to end tb24 march 2020 tdr news itemnational anti tuberculosis efforts are increasingly involving digital technologies such as mobile applications to support treatment adherence and electronic surveillance systems that enable real time monitoring of a countrys tb situation. read moreworld tb day 2020 it 's time for solidarity24 march 2020 hiv tb news itemat this unique time in history when the world is grappling with the covid-19 pandemic thewho department of global hiv hepatitis and sti programmesstands in solidarity with governments and communities as they seek to maintain health services and continue to address the needs of patients suffering from hiv and tuberculosis tb. read morenew shorter treatment to prevent tb to be rolled out in five high tb burden countries24 march 2020 news itemthree month regimen expected to prevent tb in those at highest risk of developing the disease including people living with hiv and children under the age of five today the aurum institute and its partners as part of the impaact4 tb project announced that five high burden tb countries will roll out a new shorter drug regimen known as 3hp to prevent tb. the announcement comes as countries around the world mark world tb day which takes place every year on march 24th. countries that will initially provide the new regimen with funding from unitaid u.s. pepfar and the global fund include cambodia ethiopia kenya malawi south africa and zimbabwe. more than 120,000 patient courses of 3hp will be delivered by the project to 12 countries in 2020. an additional 1 million patient courses are expected to reach low- and middle income countries by the end of the year through the combined support of unitaid global fund the stop tb partnerships global drug facility gdf and pepfar. read more. ",1
a new report the state of the worlds nursing 2020 provides an in depth look at the largest component of the health workforce. findings identify important gaps in the nursing workforce and priority areas for investment in nursing education jobs and leadership to strengthen nursing around the world and improve health for all. ,1
today is world health day. this day is especially poignant as the focus is on nurses and health workers who are on the frontline of the covid-19 response across the world. they are thereal heroesrisking their lives to save the millions affected by covid-19 as well as other deadly diseases like tuberculosis tb. they play a major role in providing high quality respectful treatment and care and leading community dialogue to address fears and questions. it is imperative that we come together to invest more empower and protect the nursing and health workforce.without nurses and health workers we can not achieve health for all or end diseases like tb which claim millions of lives each year. the world health organization is calling for your support on world health day to ensure that the nursing and midwifery workforces are strong enough to ensure that everyone everywhere gets the healthcare they need.today we would like to salute and thank nurses midwives and other health workers around the world who are battling difficult situations to save lives and we pay tribute to those who lost their lives protecting others. . ,1
"23 march 2020 geneva new world health organization who guidance will help countries accelerate efforts to stop people with tuberculosis tb infection becoming sick with tb by giving them preventive treatment.a quarter of the worlds population is estimated to be infected with tb bacteria. these people are neither sick nor contagious. however they are at greater risk of developing tb disease especially those with weakened immunity. offering them tb preventive treatment will not only protect them from becoming sick but also cut down on the risk of transmission in the community. as we mark world tb day 2020 the disease remains the worlds top infectious killer. in 2018 10 million people fell ill with tb worldwide and 1.5 million people lost their lives to this disease. covid-19 is highlighting just how vulnerable people with lung diseases and weakened immune systems can be said dr tedros adhanom ghebreyesus who director general. the world committed to end tb by 2030 improving prevention is key to making this happen. millions of people need to be able to take tb preventive treatment to stop the onset of disease avert suffering and save lives"".dr tedros highlighted the importance to continue efforts to tackle longstanding health problems including tbduring global outbreaks such as covid-19. at the same time programmes already in place to combat tb and other major infectious diseases can be leveraged to make the response to covid-19 more effective and rapid.although some progress has been made towards targets set at the un high level meeting on tb in 2018 tb preventive treatment has been largely neglected. global leaders committed to ensuring access to tb preventive treatment to at least 24 million contacts of people with active tb and 6 million people living with hiv by 2022. to date only a fraction of that target has been reached with countries putting less than 430,000 contacts and 1.8 million people on tb preventive treatment in 2018. tb remains the top cause of death among people with hiv. tb preventive treatment works synergistically with antiretroviral therapy to prevent tb and save lives. reinvigorated efforts by governments health services partners donors and civil society will be needed to increase access to tb preventive treatment to the levels targeted. the new consolidated guidelines recommend a range of innovative approaches to scale up access to tb preventive treatment who recommends a scale up of tb preventive treatment among populations at highest risk including household contacts of tb patients people living with hiv and other people at risk with lowered immunity or living in crowded settings. who recommends an integration of tb preventive treatment services into ongoing case finding efforts for active tb. all household contacts of tb patients and people living with hiv are recommended to be screened for active tb. if active tb is ruled out they should be initiated on tb preventive treatment. who recommends that either a tuberculin skin test or interferon gamma release assay igra be used to test for tb infection. both tests are helpful to find people more likely to benefit from tb preventive treatment but should not become a barrier to scale up access. testing for tb infection is not required before starting tb preventive treatment in people living with hiv and children under 5 years who are contacts of people with active tb.who recommends new shorter options for preventive treatment in addition to the widely used 6 months of daily isoniazid. the shorter options that are now recommended range from a 1 month daily regimen of rifapentine plus isoniazid to 3 months weekly rifapentine plus isoniazid 3 months daily rifampicin plus isoniazid or 4 months of daily rifampicin alone.as people around the globe come together to commemorate world tb day who is calling on governments affected communities civil society organizations health care providers donors partners and the industry to unite forces and step up the tb response notably for tb preventive treatment to ensure no one is left behind said dr tereza kasaeva director of who s global tb programme. the new who guidance shows the way forward for millions to rapidly access new tools and shorter safer options for preventive treatment. the time for action is now. tb preventive treatment is an affordable intervention that can prevent families from sliding into poverty and preserve the health and economy of whole communities. who anticipates that as new and safer drugs come onto the markets and as prices fall it will become a highly cost effective way to save millions of lives. notes for editors work by who and partnerswho works closely with member states including the us government and technical and funding partners such as unitaid to enhance access to shorter tb preventive treatment regimens. unitaid supported projects such as impaact4 tb and cap tb projects enabled by who with partners in brazil cambodia cameroon cte divoire democratic republic of congo ethiopia ghana india indonesia kenya lesotho malawi mozambique south africa uganda united republic of tanzania and zimbabwe are leading the way. the new treatment options are also now more affordable thanks to the significant price drop of rifapentine a key drug facilitated recently by unitaid the global fund to fight aids tuberculosis and malaria and global biopharmaceutical company sanofi along with forthcoming arrangements underway with generic manufacturers. more about the guidelinesthe new consolidated who guidelines come with an operational handbook to help guide countries step by step as they take tb preventive treatment to scale. this includes guidance on how to prioritize and invest from demand creation for tb prevention to supervision and monitoring of the programme. the guidelines and operational handbook are also accompanied by an innovative mobile application prevent tb to help health care workers manage tb preventive treatment in their communities. its online dashboard allows programme managers to visualize and monitor data in real time. the application can be customized by countries to suit their specific settings and is currently being adopted in india and philippines. world tb daythe new guidelines and tools are being released ahead of world tb day. world tb day is observed on march 24 each year to raise public awareness and understanding about the worlds deadliest infectious killer tb and its devastating health social and economic impact on people around the world. under the theme its time the spotlight this year is on urgently accelerating the tb response to save lives and end suffering. ",1
on 2426 march 2020 ministers of health foreign affairs and finance from the african and eastern mediterranean regions will meet to accelerate progress on preparing for and responding to health emergencies. the meeting hosted by morocco rwanda who and the world bank will also bring together donors to international health multilateral organizations united nations agencies and others to work together for global health security. ,1
the 5th meeting of the emergency committee convened by the who director general under the international health regulations ihr 2005 to review the current ebola virus disease evd outbreak in the democratic republic of the congo drc .. ,1
the international health regulations emergency committee for ebola in the democratic republic of the congo drc met today and has advised me that in its view the ebola outbreak in the drc continues to constitute a public health emergency of international concern. i have accepted that advice.tremendous progress has been made containing this outbreak in very difficult circumstances. up until friday 54 days had passed without a confirmed case being reported and 40 days had passed since the last person known to have ebola tested negative and was discharged from treatment.since friday three new cases have been confirmed two in people who died in the community and one person who was in contact with one of them. the source of their infection is still under investigation. it is likely that additional cases will be identified.flare ups are expected at the tail end of ebola outbreaks. our teams in beni are experienced in responding to new cases and acted quickly to engage with affected communities investigate alerts identify and vaccinate contacts decontaminate affected homes and health facilities and send samples for sequencing.the committee noted that armed groups are active in the area where these cases were identified a lack of funding is constraining the response and the covid-19 pandemic is adding more challenges to an already complex operation.we have to anticipate and be prepared for additional small outbreaks. we need the full force of all partners to bring these outbreaks under control and to meet the needs of the people affected.i thank the members of the committee for their advice. and i thank the government and people of drc the responders partners and who colleagues who are dedicated to ending this outbreak. ,1
